,Player,Age,Team,Position,GamesPlayed,Goals,Assists,Points,PlusMinus,PenaltyMinutes,PointShare,EV,PP,SH,GW,EV.1,PP.1,SH.1,Shots,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%,Pos,GP,GoalsCreated,GoalsPerGame,AssistsPerGame,PointsPerGame,GoalsCreatedPerGame,PenaltyMinutesPerGame,ShotsPerGame,AdjustedGoals,AdjustedAssists,AdjustedPts,AdjustedGoalsCreated,TGF,PGF,TGA,PGA,xGF,xGA,ExpectedPlusMinus,OPS,DPS,PointShares
866,Victor Soderstrom,20,ARI,D,16,0,0,0,-7,6,-0.2,0,0,0,0,0,0,0,14,0.0,261,979,23,14,0,0,,158,230,40.7,-4.7,127,172,42.5,-2.8,4.7,90.6,95.2,46.4,53.6,979,902,1,6,31,45.2,D,16,0,0.0,0.0,0.0,0.0,0.38,0.88,0,0,0,0,4,0,11,0,7.4,9.2,-1.8,-0.3,0.1,-0.2
868,Carson Soucy,27,SEA,D,64,10,11,21,7,47,4.7,9,0,1,1,8,2,1,97,10.3,1130,1060,73,118,0,0,,841,822,50.6,0.8,640,627,50.5,1.3,9.7,89.9,99.6,49.7,50.3,1060,925,23,29,169,57.4,D,64,8,0.16,0.17,0.33,0.13,0.73,1.52,10,10,20,8,57,5,59,14,40.2,35.7,4.5,1.6,3.1,4.7
870,Jordan Spence,20,LAK,D,24,2,6,8,0,2,1.5,2,0,0,1,4,2,0,41,4.9,474,1185,29,32,0,0,,423,321,56.9,5.2,310,237,56.7,3.3,7.5,90.4,98.0,55.6,44.4,1185,1048,3,11,99,41.4,D,24,3,0.08,0.25,0.33,0.12,0.08,1.71,2,6,8,3,20,3,18,1,17.5,17.0,0.6,0.4,1.1,1.5
871,Jason Spezza,38,TOR,C,71,12,13,25,-3,26,2.0,9,3,0,1,6,7,0,97,12.4,763,645,24,31,305,272,52.9,609,582,51.1,-2.5,453,462,49.5,-3.9,6.7,92.5,99.3,57.9,42.1,645,550,32,31,175,55.4,C,71,10,0.17,0.18,0.35,0.14,0.37,1.37,12,12,24,10,37,14,28,2,31.7,25.7,6.0,1.4,0.6,2.0
872,Daniel Sprong,24,TOT,RW,63,14,6,20,0,8,2.0,12,2,0,0,6,0,0,153,9.2,818,779,12,43,0,4,0.0,748,700,51.7,0.7,584,527,52.6,1.3,7.6,92.6,100.2,58.8,41.2,779,707,20,24,269,56.9,RW,63,9,0.22,0.1,0.32,0.15,0.13,2.43,14,6,20,9,35,4,31,0,33.1,33.4,-0.3,1.0,0.9,2.0
873,Jared Spurgeon,32,MIN,D,65,10,30,40,32,10,7.2,10,0,0,2,16,14,0,116,8.6,1375,1269,83,44,0,0,,1071,857,55.5,5.4,818,650,55.7,5.5,11.8,91.7,103.4,57.2,42.8,1269,966,13,14,234,49.6,D,65,14,0.15,0.46,0.62,0.21,0.15,1.78,10,29,39,13,103,31,61,21,50.2,38.7,11.5,3.2,4.0,7.2
874,Jordan Staal,33,CAR,C,78,17,19,36,11,18,3.3,16,1,0,2,18,1,0,146,11.6,1297,998,29,212,736,549,57.3,1089,799,57.7,2.4,850,623,57.7,3.4,9.2,90.4,99.6,51.6,48.4,998,822,34,51,234,62.4,C,78,14,0.22,0.24,0.46,0.18,0.23,1.87,16,18,34,14,61,6,56,12,49.9,38.7,11.2,1.4,1.9,3.3
875,Marc Staal,35,DET,D,71,3,13,16,-1,28,3.0,3,0,0,1,13,0,0,76,3.9,1237,1045,75,94,0,0,,852,1005,45.9,-0.6,660,758,46.5,1.0,12.4,88.8,101.2,46.4,53.6,1045,908,13,29,141,53.9,D,71,5,0.04,0.18,0.23,0.07,0.39,1.07,3,12,15,5,63,0,88,24,41.7,51.7,-10.0,0.3,2.6,3.0
876,Steven Stamkos,31,TBL,C,81,42,64,106,24,36,12.5,26,16,0,11,44,20,0,241,17.4,1497,1109,31,93,545,523,51.0,1099,1023,51.8,1.2,859,789,52.1,1.2,14.7,89.8,104.5,55.3,44.7,1109,861,30,24,401,60.1,C,81,40,0.52,0.79,1.31,0.49,0.44,2.98,41,61,102,39,140,52,70,6,53.6,45.3,8.4,10.1,2.4,12.5
877,Logan Stanley,23,WPG,D,58,1,12,13,1,44,2.1,1,0,0,1,11,0,1,80,1.3,907,939,100,131,0,0,,669,735,47.6,-2.5,510,538,48.7,-1.2,7.2,92.7,99.9,56.7,43.3,939,791,13,56,180,44.4,D,58,4,0.02,0.21,0.22,0.07,0.76,1.38,1,11,12,4,31,1,55,26,30.3,34.7,-4.4,0.2,1.9,2.1
878,Paul Stastny,36,WPG,C,71,21,24,45,14,14,4.8,17,4,0,2,20,4,0,141,14.9,1263,1067,27,27,267,205,56.6,1010,915,52.5,5.0,777,700,52.6,5.1,11.2,90.1,101.3,56.0,44.0,1067,883,38,21,196,71.9,C,71,18,0.3,0.34,0.63,0.25,0.2,1.99,20,23,43,17,81,17,66,16,53.7,44.1,9.6,2.9,2.0,4.8
879,Troy Stecher,27,TOT,D,29,1,2,3,-7,13,0.4,1,0,0,0,2,0,0,50,2.0,483,1000,38,33,0,0,,411,436,48.5,0.6,328,337,49.3,1.6,6.0,91.4,97.4,50.4,49.6,1000,941,7,19,87,57.5,D,29,1,0.03,0.07,0.1,0.04,0.45,1.72,1,2,3,1,14,0,25,4,17.5,20.6,-3.1,-0.2,0.6,0.4
880,Sam Steel,23,ANA,C,68,6,14,20,-17,16,0.7,6,0,0,1,11,3,0,66,9.1,837,739,27,37,203,209,49.3,632,743,46.0,-2.9,476,558,46.0,-2.7,7.3,89.4,96.8,46.3,53.7,739,680,18,20,125,53.6,C,68,7,0.09,0.21,0.29,0.1,0.24,0.97,6,13,19,7,31,5,45,2,27.9,33.3,-5.4,0.2,0.5,0.7
881,Oskar Steen,23,BOS,C,20,2,4,6,-1,6,0.4,2,0,0,0,4,0,0,25,8.0,221,664,8,32,1,5,16.7,183,162,53.0,0.4,154,126,55.0,2.0,6.0,90.8,96.8,54.4,45.6,664,634,9,5,43,58.1,C,20,2,0.1,0.2,0.3,0.11,0.3,1.25,2,4,6,2,7,0,9,1,9.2,6.1,3.1,0.2,0.2,0.4
884,Derek Stepan,31,CAR,C,58,9,10,19,0,14,1.6,9,0,0,0,10,0,0,96,9.4,626,648,25,29,248,196,55.9,595,457,56.6,1.7,446,349,56.1,2.0,7.8,90.1,97.8,51.4,48.6,648,586,22,13,145,66.2,C,58,7,0.16,0.17,0.33,0.13,0.24,1.66,9,9,18,7,25,0,27,2,27.1,21.6,5.5,0.9,0.7,1.6
885,Mitchell Stephens,24,DET,C,27,0,6,6,-8,8,-0.2,0,0,0,0,6,0,0,17,0.0,302,671,9,21,124,129,49.0,170,276,38.1,-8.0,124,220,36.0,-10.4,7.5,90.6,98.1,33.6,66.4,671,584,5,7,38,44.7,C,27,2,0.0,0.22,0.22,0.06,0.3,0.63,0,6,6,2,7,0,22,7,7.5,14.1,-6.7,-0.3,0.1,-0.2
886,Chandler Stephenson,27,VEG,C,79,21,43,64,5,26,5.9,14,6,1,3,34,8,1,125,16.8,1526,1159,44,68,653,602,52.0,1248,1175,51.5,-1.6,931,837,52.7,-1.4,11.1,88.8,99.9,54.0,46.0,1158,931,40,32,195,64.1,C,79,23,0.27,0.54,0.81,0.3,0.33,1.58,20,41,61,22,100,22,89,16,61.2,48.8,12.3,4.1,1.8,5.9
887,Riley Stillman,23,CHI,D,52,2,10,12,-8,36,1.8,2,0,0,1,10,0,0,49,4.1,783,904,67,122,0,0,,569,801,41.5,-5.0,418,601,41.0,-5.8,9.5,91.5,101.0,52.1,47.9,904,834,11,29,117,41.9,D,52,4,0.04,0.19,0.23,0.07,0.69,0.94,2,9,11,4,30,0,44,6,29.2,36.0,-6.8,0.4,1.5,1.8
888,Mark Stone,29,VEG,RW,37,9,21,30,7,8,2.9,6,3,0,2,17,3,1,71,12.7,679,1101,24,19,13,16,44.8,539,519,50.9,-1.2,406,358,53.1,0.5,10.9,90.4,101.3,56.0,44.0,1101,899,56,29,118,60.2,RW,37,11,0.24,0.57,0.81,0.29,0.22,1.92,9,20,29,10,49,14,34,6,26.6,19.6,7.0,1.9,1.0,2.9
889,Michael Stone,31,CGY,D,11,2,4,6,3,4,1.1,1,1,0,1,3,1,0,24,8.3,192,1047,17,26,0,0,,164,160,50.6,-4.0,125,125,50.0,-4.7,8.5,95.2,103.7,52.0,48.0,1047,931,1,4,59,40.7,D,11,2,0.18,0.36,0.55,0.2,0.36,2.18,2,4,6,2,9,2,4,0,6.3,7.4,-1.1,0.5,0.6,1.1
890,Anton Stralman,35,ARI,D,74,8,15,23,-16,12,3.6,8,0,0,1,15,0,0,95,8.4,1579,1280,100,99,0,0,,1069,1336,44.4,-0.2,819,1056,43.7,-0.5,11.1,89.1,100.2,36.8,63.2,1280,1094,32,28,181,52.5,D,74,8,0.11,0.2,0.31,0.11,0.16,1.28,8,14,22,8,67,1,117,34,50.7,69.3,-18.6,1.0,2.5,3.6
892,Dylan Strome,24,CHI,C,69,22,26,48,-6,28,4.7,17,5,0,2,15,11,0,126,17.5,1203,1046,33,11,460,419,52.3,940,984,48.9,4.0,711,725,49.5,4.9,9.2,90.1,99.3,71.4,28.6,1046,881,47,22,183,68.9,C,69,19,0.32,0.38,0.7,0.27,0.41,1.83,21,25,46,18,74,24,56,0,43.2,41.8,1.4,3.3,1.5,4.7
893,Ryan Strome,28,NYR,C,74,21,33,54,15,69,5.7,15,5,1,5,24,9,0,161,13.0,1356,1099,19,41,363,455,44.4,1035,1038,49.9,4.5,777,801,49.2,2.6,11.5,91.2,102.7,55.0,45.0,1099,898,32,37,257,62.6,C,74,20,0.28,0.45,0.73,0.27,0.93,2.18,20,31,51,19,110,44,53,2,44.8,47.0,-2.3,3.4,2.3,5.7
894,Marian Studenic,23,TOT,RW,33,2,2,4,-7,6,-0.2,2,0,0,0,2,0,0,42,4.8,368,669,15,25,1,3,25.0,302,316,48.9,-0.8,230,240,48.9,-0.9,5.4,91.5,96.9,42.4,57.6,669,628,13,10,72,58.3,RW,33,2,0.06,0.06,0.12,0.05,0.18,1.27,2,2,4,2,9,0,17,1,14.1,15.1,-1.0,-0.5,0.2,-0.2
895,Jack Studnicka,22,BOS,C,15,0,3,3,-5,4,-0.2,0,0,0,0,3,0,0,21,0.0,189,755,5,17,58,61,48.7,163,153,51.6,-4.0,125,115,52.1,-4.8,3.2,89.6,92.8,50.0,50.0,755,701,3,11,37,56.8,C,15,1,0.0,0.2,0.2,0.05,0.27,1.4,0,3,3,1,3,0,9,1,7.2,6.4,0.7,-0.2,0.1,-0.2
896,Nico Sturm,26,TOT,C,74,9,11,20,-7,14,0.7,7,1,1,0,11,0,0,101,8.9,881,714,29,99,312,277,53.0,703,722,49.3,-2.6,531,553,49.0,-2.9,7.9,89.9,97.8,33.7,66.3,714,616,10,16,150,67.3,C,74,8,0.12,0.15,0.27,0.11,0.19,1.36,9,11,20,8,33,1,57,18,31.5,30.4,1.1,0.4,0.4,0.7
897,Tim Stützle,20,OTT,LW,79,22,36,58,-27,37,4.8,14,7,1,4,17,19,0,176,12.5,1455,1105,52,125,180,293,38.1,1114,1100,50.3,3.4,837,841,49.9,2.7,7.8,87.9,95.7,64.2,35.8,1105,902,38,51,314,56.4,LW,79,22,0.28,0.46,0.73,0.28,0.47,2.23,21,34,55,21,86,37,76,0,48.3,49.6,-1.2,3.8,1.0,4.8
898,P.K. Subban,32,NJD,D,77,5,17,22,-8,82,3.4,5,0,0,1,16,0,1,114,4.4,1409,1098,90,69,0,0,,1241,1241,50.0,-1.0,946,946,50.0,-0.8,8.8,90.2,99.0,51.6,48.4,1098,1009,23,51,264,43.2,D,77,7,0.06,0.22,0.29,0.1,1.06,1.48,5,16,21,7,66,2,79,7,57.7,55.5,2.2,0.9,2.5,3.4
900,Oskar Sundqvist,27,TOT,C,59,8,15,23,5,29,1.7,8,0,0,1,15,0,0,70,11.4,826,840,29,70,75,107,41.2,500,702,41.6,-6.6,375,530,41.4,-5.5,13.5,91.7,105.2,38.9,61.1,840,700,12,25,117,59.8,C,59,8,0.14,0.25,0.39,0.14,0.49,1.19,8,14,22,8,41,2,47,13,24.4,34.4,-10.0,0.7,1.0,1.7
901,Andrej Sustr,31,TOT,D,38,1,5,6,-4,16,1.0,1,0,0,0,5,0,0,28,3.6,559,883,36,27,0,0,,393,496,44.2,-5.0,290,387,42.8,-5.6,6.4,93.2,99.6,47.5,52.5,883,817,10,15,62,45.2,D,38,2,0.03,0.13,0.16,0.05,0.42,0.74,1,5,6,2,14,0,26,8,17.9,24.6,-6.6,0.0,1.0,1.0
902,Pius Suter,25,DET,F,82,15,21,36,-11,22,2.3,14,0,1,3,18,3,0,166,9.0,1388,1015,37,24,495,509,49.3,972,1096,47.0,1.0,729,868,45.6,-0.2,8.6,91.1,99.7,50.6,49.4,1015,833,46,36,267,62.2,F,82,14,0.18,0.26,0.44,0.17,0.27,2.02,15,20,35,14,54,4,81,20,48.9,56.7,-7.9,1.1,1.3,2.3
903,Ryan Suter,37,DAL,D,82,7,25,32,1,40,6.6,3,4,0,0,16,9,0,118,5.9,1940,1419,88,46,0,0,,1569,1505,51.0,3.3,1133,1153,49.6,0.7,8.4,91.6,100.0,50.4,49.6,1419,1197,19,46,265,44.5,D,82,10,0.09,0.3,0.39,0.13,0.49,1.44,7,24,31,10,91,19,84,13,70.6,69.0,1.6,1.3,5.2,6.6
904,Nick Suzuki,22,MTL,C,82,21,40,61,-29,30,4.2,12,8,1,4,26,12,2,186,11.3,1682,1231,62,89,699,711,49.6,1138,1259,47.5,0.8,860,943,47.7,2.0,9.0,88.0,97.1,49.0,51.0,1231,954,50,71,309,60.2,C,82,22,0.26,0.49,0.74,0.27,0.37,2.27,20,38,58,21,90,28,106,15,51.5,62.4,-10.9,3.3,0.9,4.2
905,Andrei Svechnikov,21,CAR,RW,78,30,39,69,19,79,7.9,21,9,0,5,26,13,0,249,12.0,1346,1036,15,189,0,6,0.0,1247,971,56.2,0.2,948,778,54.9,-0.9,10.5,90.9,101.4,56.0,44.0,1036,861,44,72,467,53.3,RW,78,27,0.38,0.5,0.88,0.34,1.01,3.19,29,37,66,26,109,39,51,0,55.0,44.5,10.5,5.7,2.2,7.9
906,Evgeny Svechnikov,25,WPG,LW,72,7,12,19,-4,38,1.1,7,0,0,1,12,0,0,78,9.0,774,645,22,104,3,4,42.9,653,691,48.6,-1.4,511,534,48.9,-1.3,7.1,92.4,99.5,49.4,50.6,645,644,24,28,123,63.4,LW,72,7,0.1,0.17,0.26,0.1,0.53,1.08,7,11,18,7,27,0,31,0,32.4,31.7,0.7,0.4,0.7,1.1
907,Brandon Tanev,30,SEA,LW,30,9,6,15,4,13,1.8,6,2,1,3,6,0,0,51,17.6,437,874,22,98,1,1,50.0,313,332,48.5,-0.8,234,241,49.3,0.0,9.6,92.7,102.3,49.0,51.0,874,776,10,11,77,66.2,LW,30,6,0.3,0.2,0.5,0.21,0.43,1.7,9,6,15,7,19,2,17,4,14.3,13.1,1.2,1.1,0.7,1.8
908,Chris Tanev,32,CGY,D,82,6,22,28,35,22,6.9,6,0,0,3,22,0,0,88,6.8,1678,1228,158,52,0,0,,1378,1176,54.0,-2.2,1034,892,53.7,-1.9,11.3,92.2,103.5,49.5,50.5,1227,1035,29,57,180,48.9,D,82,9,0.07,0.27,0.34,0.11,0.27,1.07,6,21,27,9,85,0,78,28,62.3,51.2,11.2,1.2,5.7,6.9
909,Vladimir Tarasenko,30,STL,RW,75,34,48,82,7,32,8.9,29,5,0,9,30,17,1,230,14.8,1268,1015,45,83,4,7,36.4,940,1074,46.7,-0.5,743,838,47.0,0.3,14.2,88.8,103.0,58.8,41.2,1015,852,17,31,382,60.2,RW,75,31,0.45,0.64,1.09,0.41,0.43,3.07,33,46,79,31,110,32,72,1,51.9,53.2,-1.3,7.4,1.5,8.9
910,Tomas Tatar,31,NJD,LW,76,15,15,30,-22,22,1.7,13,2,0,1,12,3,0,132,11.4,1127,890,28,75,19,31,38.0,996,891,52.8,3.0,742,679,52.2,2.5,7.1,88.5,95.6,56.7,43.3,890,777,27,25,244,54.1,LW,76,12,0.2,0.2,0.39,0.16,0.29,1.74,15,14,29,12,47,9,60,0,45.3,38.3,7.0,1.2,0.5,1.7
911,John Tavares,31,TOR,C,79,27,49,76,-8,32,6.9,17,10,0,3,33,16,0,237,11.4,1428,1084,44,90,813,529,60.6,1248,1111,52.9,-1.0,954,846,53.0,-0.3,10.6,88.4,98.9,56.5,43.5,1084,903,40,65,429,55.2,C,79,28,0.34,0.62,0.96,0.35,0.41,3.0,26,47,73,27,119,48,79,0,59.7,48.9,10.8,5.9,1.0,6.9
913,Teuvo Teravainen,27,CAR,F,77,22,43,65,22,24,6.9,11,9,2,2,20,22,1,202,10.9,1363,1062,30,15,24,20,54.5,1020,888,53.5,-3.3,814,714,53.3,-2.9,10.8,92.2,103.0,57.0,43.0,1062,788,34,52,326,62.0,F,77,23,0.29,0.56,0.84,0.3,0.31,2.62,21,41,62,23,101,38,50,9,45.6,41.3,4.3,4.5,2.4,6.9
914,Troy Terry,24,ANA,C,75,37,30,67,-11,26,7.7,29,8,0,7,23,7,0,192,19.3,1368,1094,27,6,1,8,11.1,1115,1109,50.1,4.1,857,852,50.1,4.2,11.2,87.1,98.3,47.0,53.0,1094,970,35,46,327,58.7,C/RW,75,28,0.49,0.4,0.89,0.38,0.35,2.56,36,29,65,28,89,21,80,1,52.7,51.7,1.0,6.2,1.4,7.7
915,Alexandre Texier,22,CBJ,C,36,11,9,20,0,12,2.1,10,0,1,0,8,0,1,59,18.6,526,876,12,13,20,37,35.1,380,453,45.6,-2.3,285,355,44.5,-2.3,12.0,89.3,101.3,27.8,72.2,876,764,16,5,109,54.1,C,36,8,0.31,0.25,0.56,0.23,0.33,1.64,11,9,20,8,29,0,34,5,16.7,24.0,-7.3,1.5,0.5,2.1
916,Shea Theodore,26,VEG,D,78,14,38,52,6,24,8.2,13,1,0,5,27,11,0,205,6.8,1804,1388,97,37,0,0,,1655,1420,53.8,2.1,1220,1030,54.2,1.2,8.8,90.3,99.2,56.0,44.0,1388,1220,60,58,417,49.2,D,78,18,0.18,0.49,0.67,0.23,0.31,2.63,14,36,50,17,105,23,79,3,78.3,65.5,12.8,4.3,4.0,8.2
917,Robert Thomas,22,STL,C,72,20,57,77,17,16,7.3,15,3,2,6,45,11,1,115,17.4,1352,1126,25,13,562,565,49.9,999,1020,49.5,2.7,791,811,49.4,3.3,14.4,88.9,103.3,57.7,42.3,1126,907,60,50,191,60.2,C,72,26,0.28,0.79,1.07,0.36,0.22,1.6,19,54,73,25,112,24,82,11,58.1,50.4,7.6,5.4,1.9,7.3
918,Nate Thompson,37,PHI,C,33,1,2,3,-15,31,-0.7,1,0,0,0,2,0,0,23,4.3,395,718,20,49,160,127,55.7,229,322,41.6,-6.9,173,243,41.6,-7.2,6.3,87.1,93.3,28.5,71.5,718,582,8,7,41,56.1,C,33,1,0.03,0.06,0.09,0.03,0.94,0.7,1,2,3,1,8,0,33,10,8.3,15.1,-6.7,-0.7,0.0,-0.7
919,Tage Thompson,24,BUF,C,78,38,30,68,-17,37,7.7,26,10,2,4,24,6,0,253,15.0,1395,1073,25,66,393,582,40.3,1087,1030,51.3,4.0,832,836,49.9,3.1,11.8,85.7,97.5,58.5,41.5,1073,864,49,42,457,55.4,C,78,29,0.49,0.38,0.87,0.37,0.47,3.24,37,29,66,28,99,23,98,5,53.5,51.8,1.6,6.5,1.2,7.7
921,Lassi Thomson,21,OTT,D,16,0,5,5,-8,2,0.3,0,0,0,0,4,1,0,18,0.0,276,1035,9,23,0,0,,236,234,50.2,4.6,171,183,48.3,1.8,9.2,84.5,93.7,58.2,41.8,1035,926,5,7,39,46.2,D,16,1,0.0,0.31,0.31,0.09,0.13,1.13,0,5,5,1,15,2,24,3,10.3,11.8,-1.5,0.1,0.1,0.3
922,Joe Thornton,42,FLA,C,34,5,5,10,-10,10,0.3,2,3,0,1,5,0,0,26,19.2,378,666,10,20,77,98,44.0,342,284,54.6,-2.9,251,213,54.1,-2.7,6.5,87.0,93.5,63.0,37.0,666,587,18,18,44,59.1,C,34,4,0.15,0.15,0.29,0.12,0.29,0.76,5,5,10,4,16,4,22,0,16.5,15.5,1.0,0.4,-0.1,0.3
923,Chris Tierney,27,OTT,C,70,6,12,18,-12,14,0.7,3,3,0,2,10,2,0,72,8.3,869,745,30,42,264,267,49.7,679,722,48.5,1.8,513,544,48.5,1.9,6.3,91.5,97.9,39.8,60.2,745,651,23,34,121,59.5,C,70,7,0.09,0.17,0.26,0.09,0.2,1.03,6,11,17,6,31,8,36,1,29.1,32.4,-3.3,-0.1,0.7,0.7
926,Owen Tippett,22,TOT,RW,63,10,11,21,-2,12,1.3,9,1,0,1,9,2,0,126,7.9,846,805,16,98,21,34,38.2,745,654,53.3,0.5,552,487,53.1,0.3,8.0,91.1,99.1,59.5,40.5,805,703,36,25,213,59.2,RW,63,8,0.16,0.17,0.33,0.13,0.19,2.0,10,11,21,8,46,12,36,0,37.1,35.4,1.6,0.6,0.7,1.3
928,Brady Tkachuk,22,OTT,LW,79,30,37,67,-7,117,7.1,21,9,0,3,29,8,0,288,10.4,1485,1128,25,270,218,217,50.1,1242,1164,51.6,5.4,910,913,49.9,2.9,10.0,89.0,98.9,61.5,38.5,1128,932,41,68,461,62.5,LW,79,27,0.38,0.47,0.85,0.34,1.48,3.65,29,35,64,25,105,37,75,0,54.7,56.7,-2.0,5.4,1.8,7.1
929,Matthew Tkachuk,24,CGY,LW,82,42,62,104,57,68,13.7,30,12,0,6,45,17,0,253,16.6,1468,1074,20,93,20,23,46.5,1413,948,59.8,6.3,1076,742,59.2,6.0,14.0,91.0,105.0,53.3,46.8,1074,897,41,91,455,55.6,RW,82,40,0.51,0.76,1.27,0.49,0.83,3.09,41,59,100,38,147,39,51,0,71.8,42.9,28.8,10.1,3.5,13.7
930,Devon Toews,27,COL,D,66,13,44,57,52,20,11.2,11,2,0,3,34,10,0,158,8.2,1674,1522,85,54,0,0,,1468,1133,56.4,5.8,1089,865,55.7,5.8,12.3,92.1,104.4,52.2,47.8,1522,1245,45,34,267,59.2,D,66,19,0.2,0.67,0.86,0.28,0.3,2.39,13,42,55,19,123,18,77,24,64.5,52.2,12.3,4.7,6.6,11.2
931,Jonathan Toews,33,CHI,C,71,12,25,37,-14,39,2.4,7,4,1,2,22,3,0,125,9.6,1241,1049,22,25,788,548,59.0,874,927,48.5,3.5,644,697,48.0,3.1,9.7,89.2,98.8,45.4,54.6,1049,802,48,34,188,66.5,C,71,13,0.17,0.35,0.52,0.18,0.55,1.76,12,24,36,13,61,15,73,13,38.2,42.8,-4.6,1.2,1.2,2.4
932,Tyler Toffoli,29,TOT,C,74,20,29,49,-5,14,4.5,10,8,2,1,20,8,1,195,10.3,1206,978,24,81,18,16,52.9,916,864,51.5,-0.1,690,667,50.8,0.2,8.4,90.4,98.9,53.2,46.8,978,766,27,35,329,59.3,C,74,19,0.27,0.39,0.66,0.25,0.19,2.64,20,27,47,18,75,29,63,12,38.3,40.3,-2.0,3.3,1.1,4.5
933,Eeli Tolvanen,22,NSH,RW,75,11,12,23,-7,16,1.3,10,1,0,1,7,5,0,151,7.3,1007,806,45,176,0,1,0.0,799,794,50.2,0.3,598,597,50.0,-0.5,8.1,90.9,99.0,50.8,49.2,806,695,15,21,266,56.8,RW,75,9,0.15,0.16,0.31,0.12,0.21,2.01,11,11,22,9,51,17,41,0,32.4,34.7,-2.4,0.4,0.9,1.3
934,Philip Tomasino,20,NSH,C,76,11,21,32,2,10,2.7,8,3,0,3,15,6,0,111,9.9,877,692,28,49,21,33,38.9,676,653,50.9,1.9,534,481,52.6,3.3,9.2,91.0,100.1,53.4,46.6,692,611,17,23,189,58.7,C,76,11,0.14,0.28,0.42,0.15,0.13,1.46,11,20,31,11,44,9,33,0,30.2,28.4,1.7,1.6,1.1,2.7
935,Dominic Toninato,27,WPG,C,77,7,7,14,1,22,1.0,6,0,1,1,3,1,3,44,15.9,647,504,32,92,87,118,42.4,358,482,42.6,-7.5,259,354,42.3,-8.1,7.4,92.9,100.3,37.2,62.8,504,413,11,10,88,50.0,C,77,6,0.09,0.09,0.18,0.07,0.29,0.57,7,7,14,6,20,1,36,18,15.8,20.7,-4.9,0.2,0.8,1.0
936,Alexey Toropchenko,22,STL,RW,28,2,0,2,-9,15,-0.5,2,0,0,0,0,0,0,43,4.7,300,643,21,69,1,2,33.3,218,301,42.0,-4.6,174,225,43.6,-2.8,5.6,89.3,95.0,36.8,63.2,643,640,5,5,66,65.2,RW,28,1,0.07,0.0,0.07,0.04,0.54,1.54,2,0,2,1,7,0,16,0,11.6,11.6,-0.1,-0.5,0.0,-0.5
938,Yakov Trenin,25,NSH,C,80,17,7,24,7,46,2.2,17,0,0,2,7,0,0,136,12.5,1173,880,33,191,12,23,34.3,868,909,48.8,-0.5,664,682,49.3,-0.4,8.1,93.8,101.9,34.1,65.9,880,769,37,24,243,56.0,C,80,11,0.21,0.09,0.3,0.14,0.58,1.7,16,7,23,11,39,1,41,10,37.9,42.3,-4.3,0.6,1.6,2.2
939,Vincent Trocheck,28,CAR,C,81,21,30,51,21,78,5.3,15,6,0,3,24,6,0,168,12.5,1448,1072,46,185,680,565,54.6,1144,907,55.8,-0.1,880,711,55.3,0.1,9.7,93.0,102.7,53.0,47.0,1072,792,50,42,300,56.0,C,81,19,0.26,0.37,0.63,0.24,0.96,2.07,20,29,49,19,95,36,45,7,47.5,42.2,5.3,2.8,2.4,5.3
940,Jacob Trouba,27,NYR,D,81,11,28,39,25,88,8.9,10,1,0,1,23,3,2,204,5.4,1817,1346,177,207,0,0,,1374,1451,48.6,2.0,1052,1078,49.4,2.4,10.0,92.9,103.0,44.9,55.1,1346,1145,24,63,388,52.6,D,81,13,0.14,0.35,0.48,0.17,1.09,2.52,11,27,38,13,88,7,77,21,62.7,67.8,-5.0,2.6,6.4,8.9
942,Alex Tuch,25,BUF,RW,50,12,26,38,-3,14,3.4,9,2,1,0,20,6,0,139,8.6,920,1105,49,32,9,14,39.1,688,629,52.2,5.4,542,494,52.3,6.9,11.0,86.5,97.5,58.8,41.2,1105,845,40,25,228,61.0,RW,50,14,0.24,0.52,0.76,0.28,0.28,2.78,12,25,37,13,65,17,60,9,35.8,29.7,6.1,2.3,1.1,3.4
943,Riley Tufte,23,DAL,LW,10,1,0,1,0,4,0.1,1,0,0,0,0,0,0,5,20.0,72,432,4,9,1,1,50.0,43,70,38.1,-10.9,33,52,38.8,-10.7,10.5,94.9,105.4,26.9,73.1,432,427,1,3,8,62.5,LW,10,1,0.1,0.0,0.1,0.05,0.4,0.5,1,0,1,1,2,0,2,0,1.4,2.2,-0.8,0.0,0.1,0.1
945,Kyle Turris,32,EDM,C,23,1,3,4,-5,4,-0.1,1,0,0,0,3,0,0,21,4.8,198,517,6,13,28,22,56.0,165,176,48.4,-3.6,118,132,47.2,-4.3,4.9,91.3,96.3,46.1,53.9,517,489,9,5,43,48.8,C,23,1,0.04,0.13,0.17,0.06,0.17,0.91,1,3,4,1,6,2,9,0,6.1,10.0,-3.9,-0.1,0.0,-0.1
947,Urho Vaakanainen,23,TOT,D,29,0,6,6,-5,10,0.9,0,0,0,0,5,1,0,27,0.0,560,1159,28,27,0,0,,394,499,44.1,-4.4,311,392,44.2,-4.8,11.3,88.5,99.9,51.5,48.5,1159,1051,7,8,55,49.1,D,29,2,0.0,0.21,0.21,0.06,0.34,0.93,0,6,6,2,29,2,36,4,19.7,23.9,-4.2,-0.1,1.0,0.9
